_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_kind_of_accessories_are_featured_in_the_image,what_kind_of_accessories_are_featured_in_the_image:confidence,what_kind_of_accessories_are_featured_in_the_image:confidence_summary,what_kind_of_bottom_is_featured_in_the_image,what_kind_of_bottom_is_featured_in_the_image:confidence,what_kind_of_bottom_is_featured_in_the_image:confidence_summary,what_kind_of_top_is_featured_in_the_image,what_kind_of_top_is_featured_in_the_image:confidence,what_kind_of_top_is_featured_in_the_image:confidence_summary,what_type_of_footwear_is_featured_in_the_image,what_type_of_footwear_is_featured_in_the_image:confidence,what_type_of_footwear_is_featured_in_the_image:confidence_summary,what_type_of_outerwear_garment_is_featured_in_the_image,what_type_of_outerwear_garment_is_featured_in_the_image:confidence,what_type_of_outerwear_garment_is_featured_in_the_image:confidence_summary,which_of_the_following_items_are_featured_prominently_in_the_image,which_of_the_following_items_are_featured_prominently_in_the_image:confidence,which_of_the_following_items_are_featured_prominently_in_the_image:confidence_summary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_the_people_an_important_part_of_the_image,are_the_people_an_important_part_of_the_image_gold,are_the_people_an_important_part_of_the_image_gold_reason,are_the_people_an_important_part_of_the_imageconfidence,are_the_people_interacting_with_each_,are_the_people_interacting_with_each__gold,are_the_people_interacting_with_each__gold_reason,are_the_people_interacting_with_each_confidence,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_access_gold_reason,cant_accessconfidence,code,do_either_of_the_following_labels_apply_to_the_people_in_the_image,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold_reason,do_either_of_the_following_labels_apply_to_the_people_in_the_imageconfidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend_gold,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trendconfidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trendconfidence_summary,how_many_people_are_in_the_image,how_many_people_are_in_the_image_gold,how_many_people_are_in_the_image_gold_reason,how_many_people_are_in_the_imageconfidence,image_url,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend_gold,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trendconfidence,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trendconfidence_summary,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,_activity,_activity_gold,_activityconfidence,_activityconfidence_summary,_scenario,_scenario_gold,_scenarioconfidence,_scenarioconfidence_summary,system_identifier,what_does_the_image_focus_on,what_does_the_image_focus_on_gold,what_does_the_image_focus_onconfidence,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_gender_of_the_people_in_the_image,what_is_the_gender_of_the_people_in_the_image_gold,what_is_the_gender_of_the_people_in_the_image_gold_reason,what_is_the_gender_of_the_people_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_image,what_is_the_main_scenario_portrayed_in_the_image_gold,what_is_the_main_scenario_portrayed_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_imageconfidence_summary,what_is_the_photo_type_of_the_image__choose_all_that_apply,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold_reason,what_is_the_photo_type_of_the_image__choose_all_that_applyconfidence,what_kind_of_accessories_are_featured_in_the_image_gold,what_kind_of_bottom_is_featured_in_the_image_gold,what_kind_of_top_is_featured_in_the_image_gold,what_physical_position_are_the_people_in,what_physical_position_are_the_people_in_gold,what_physical_position_are_the_people_in_gold_reason,what_physical_position_are_the_people_inconfidence,what_type_of_footwear_is_featured_in_the_image_gold,what_type_of_outerwear_garment_is_featured_in_the_image_gold,what_types_of_objects_are_in_the_image,what_types_of_objects_are_in_the_image_gold,what_types_of_objects_are_in_the_imageconfidence,which_activities_are_the_people_involved_in,which_activities_are_the_people_involved_in_gold,which_activities_are_the_people_involved_inconfidence,which_activities_are_the_people_involved_inconfidence_summary,which_of_the_following_emotions_are_the_people_expressing,which_of_the_following_emotions_are_the_people_expressing_gold,which_of_the_following_emotions_are_the_people_expressingconfidence,which_of_the_following_emotions_are_the_people_expressingconfidence_summary,which_of_the_following_items_are_featured_prominently_in_the_image_gold,Keywords
1194808625,FALSE,finalized,3,3/30/17 19:09,,,,,0,,tank_top,0.6981,"""tank_top"": 0.698
",,0,,,0,,top,0.6981,"""top"": 0.698
""bottom"": 0.698
""outerwear"": 0.302
""footwear"": 0.654
""dress"": 0.302
",FALSE,3/28/17 19:29,3,1191978355,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,beauty,,1,"""beauty"": 1.0
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/c/8/b/TRU1380516.jpg,fashion,,1,"""fashion"": 1.0
",,FALSE,3/10/17 22:50,3,1177857207,finalized,,,,,,,,,TRU1380516,,,,Young Adult,,,1,White or Caucasian,,,0.6571,Female,,,1,,,0.7273,""""": 0.727
""fashion"": 0.273
",Full body shot,,,1,,,,Standing,,,1,,,,,,,,0.7273,""""": 0.727
""relaxing"": 0.273
",neutral,,0.6364,""""": 0.364
""neutral"": 0.636
",,||tank_top|||top|fashion|
1194808626,FALSE,finalized,3,3/30/17 19:18,,,,,,,,,,,,,,,,dress,1,"""dress"": 1.0
",FALSE,3/28/17 19:29,3,1191978357,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,beauty,,1,"""beauty"": 1.0
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/1/7/7/TRU1380518.jpg,fashion,,1,"""fashion"": 1.0
",,FALSE,3/10/17 22:54,3,1177857209,finalized,,,,,,,,,TRU1380518,,,,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,,0.7273,""""": 0.727
""fashion"": 0.273
",Eye contact / looking at camera,,,0.6876,,,,Standing,,,1,,,,,,,,0.7273,""""": 0.727
""relaxing"": 0.273
",neutral,,0.6364,""""": 0.364
""neutral"": 0.636
",,|||||dress|fashion|
1194808627,FALSE,finalized,3,3/30/17 19:29,,,,,0,,,,,,,,jacket,0.6891,"""jacket"": 0.689
"""": 0.311
""coat"": 0.361
",outerwear,1,"""outerwear"": 1.0
""bottom"": 0.361
",FALSE,3/28/17 19:30,3,1191978365,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,beauty,,0.6667,"""beauty"": 0.667
"""": 0.333
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/f/4/1/TRU1381058.jpg,fashion,,1,"""fashion"": 1.0
",,FALSE,3/10/17 22:58,3,1177857217,finalized,,,,,,,,,TRU1381058,,,,Mid Adult,,,0.6805,White or Caucasian,,,1,Male,,,0.651,,,0.6667,""""": 0.667
""fashion"": 0.333
",Half length shot,,,0.651,,,,Sitting,,,0.6805,,,,,,,,1,""""": 1.0
",neutral,,0.3333,""""": 0.333
""neutral"": 0.333
""confusion"": 0.333
",,||||jacket|outerwear|fashion|
1194808628,FALSE,finalized,3,3/30/17 19:26,,,,,0,,tank_top,0.6544,"""tank_top"": 0.654
""t-shirt"": 0.346
",,,,,,,top,1,"""top"": 1.0
""bottom"": 0.346
",FALSE,3/28/17 19:53,3,1191978381,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6592,"""identifiable"": 0.659
""semi identifiable"": 0.341
",,,,1,,,,,,beauty,,1,"""beauty"": 1.0
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/1/6/c/TRU1385006.jpg,fashion,,1,"""fashion"": 1.0
",,FALSE,3/10/17 23:03,3,1177857234,finalized,,,,,,,,,TRU1385006,,,,Young Adult,,,1,White or Caucasian,,,1,Female,,,0.6568,,,0.6632,"""fashion"": 0.337
"""": 0.663
",Half length shot,,,0.6742,,,,Sitting,,,1,,,,,,,,0.6632,"""relaxing"": 0.337
"""": 0.663
",neutral,,0.7158,"""neutral"": 0.716
"""": 0.284
",,||tank_top|||top|fashion|
1194808629,FALSE,finalized,3,3/30/17 19:53,,,,,,,,,,,,,jacket,0.6566,"""jacket"": 0.657
",outerwear,0.6566,"""outfit"": 0.343
""outerwear"": 0.657
""jewelry"": 0.301
",FALSE,3/28/17 19:26,3,1191978384,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,beauty,,0.6667,"""beauty"": 0.667
"""": 0.333
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/3/c/9/TRU1385017.jpg,fashion,,0.6667,"""fashion"": 0.667
"""": 0.333
",,FALSE,3/10/17 22:45,3,1177857238,finalized,,,,,,,,,TRU1385017,,,,Teen,,,1,,,,0.6498,Female,,,1,,,0.6667,""""": 0.667
""fashion"": 0.333
",Eye contact / looking at camera,,,0.6837,,,,,,,1,,,,,,,,1,""""": 1.0
",,,0.6667,""""": 0.667
""anger"": 0.333
",,||||jacket|outerwear|fashion|
1194808630,FALSE,finalized,3,3/30/17 19:30,,,,,,,,,,,,,,,,underwear,0.6673,"""underwear"": 0.667
""swimwear"": 0.333
",FALSE,3/28/17 19:53,3,1191978390,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,unidentifiable,,,1,"""unidentifiable"": 1.0
",,,,1,,,,,,,,0.3789,""""": 0.337
""beauty"": 0.284
"""": 0.379
",1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/1/7/3/TRU1385042.jpg,fashion,,0.6211,"""fashion"": 0.621
"""": 0.379
",,FALSE,3/10/17 22:43,3,1177857244,finalized,,,,,,,,,TRU1385042,,,,,,,0.6743,,,,0.6743,Female,,,1,,,0.6632,"""fashion"": 0.337
"""": 0.663
", / ne of the above,,,0.6678,,,,,,,0.6743,,,,,,,,1,""""": 1.0
",,,1,""""": 1.0
",,|||||underwear|fashion|
1194808631,FALSE,finalized,3,3/30/17 19:23,,,,,,,shirt,0.6471,"""shirt"": 0.647
""blouse"": 0.353
",,,,,,,top,1,"""top"": 1.0
",FALSE,3/28/17 19:28,3,1191978391,finalized,Yes,,,0.3863,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
